file,boxes_csv,boxes_parquet,delta_boxes,kilos_csv,kilos_parquet,delta_kilos,rows_csv,rows_parquet,status
datos_semana_607.csv,1724117,1724117,0,24683962.0,24683962.0,0.0,861,861,OK
datos_semana_608.csv,2349101,2349101,0,32292769.0,32292769.0,0.0,1163,1163,OK
datos_semana_609.csv,1976202,1976202,0,28434408.0,28434408.0,0.0,1010,1010,OK
datos_semana_610.csv,1611059,1611059,0,22656735.0,22656735.0,0.0,845,845,OK
datos_semana_611.csv,1890726,1890726,0,25441776.0,25441776.0,0.0,904,904,OK
datos_semana_612.csv,1865158,1865158,0,23867891.0,23867891.0,0.0,784,784,OK
datos_semana_613.csv,1346841,1346841,0,14817208.0,14817208.0,0.0,553,553,OK
datos_semana_614.csv,1349323,1349323,0,15159827.0,15159827.0,0.0,496,496,OK
datos_semana_615.csv,1509749,1509749,0,17082984.0,17082984.0,0.0,564,564,OK
datos_semana_616.csv,1220824,1220824,0,13326229.0,13326229.0,0.0,454,454,OK
datos_semana_617.csv,970050,970050,0,10097310.0,10097310.0,0.0,402,402,OK
datos_semana_618.csv,1128163,1128163,0,9398863.0,9398863.0,0.0,363,363,OK
datos_semana_619.csv,694091,694091,0,6684670.0,6684670.0,0.0,337,337,OK
datos_semana_620.csv,879698,879698,0,6433438.0,6433438.0,0.0,496,496,OK
datos_semana_621.csv,1243008,1243008,0,6920180.0,6920180.0,0.0,782,782,OK
datos_semana_622.csv,1986253,1986253,0,10277927.0,10277927.0,0.0,1271,1271,OK
datos_semana_623.csv,4189923,4189923,0,20908781.0,20908781.0,0.0,2107,2107,OK
datos_semana_624.csv,5607471,5607471,0,29478032.0,29478032.0,0.0,2545,2545,OK
datos_semana_625.csv,7495714,7495714,0,39456123.0,39456123.0,0.0,3114,3114,OK
datos_semana_626.csv,8375700,8375700,0,49859169.0,49859169.0,0.0,3006,3006,OK
datos_semana_627.csv,6212993,6212993,0,39614829.0,39614829.0,0.0,2451,2451,OK
datos_semana_628.csv,8103653,8103653,0,51276593.0,51276593.0,0.0,3344,3344,OK
datos_semana_629.csv,6457735,6457735,0,45243136.0,45243136.0,0.0,2650,2650,OK
datos_semana_630.csv,7684590,7684590,0,56216761.0,56216761.0,0.0,3148,3148,OK
datos_semana_631.csv,8427613,8427613,0,62504137.0,62504137.0,0.0,3577,3577,OK
datos_semana_632.csv,8928247,8928247,0,65887336.0,65887336.0,0.0,3678,3678,OK
datos_semana_633.csv,12142233,12142233,0,95139456.0,95139456.0,0.0,4946,4946,OK
datos_semana_634.csv,9277434,9277434,0,76779424.0,76779424.0,0.0,4035,4035,OK
datos_semana_635.csv,10828740,10828740,0,88236579.0,88236579.0,0.0,4363,4363,OK
datos_semana_636.csv,12367521,12367521,0,107305542.0,107305542.0,0.0,4580,4580,OK
datos_semana_637.csv,12610115,12610115,0,111350109.0,111350109.0,0.0,4395,4395,OK
datos_semana_638.csv,13653517,13653517,0,123168256.0,123168256.0,0.0,4483,4483,OK
datos_semana_639.csv,12806342,12806342,0,117315456.0,117315456.0,0.0,4094,4094,OK
datos_semana_640.csv,13327327,13327327,0,125461109.0,125461109.0,0.0,4093,4093,OK
